dialog_id,situation,speaker_uttr,response,rating,miti,type,unified_dialog_id
hit:2382_conv:4764,I borrowed a friend's hammer and broke the head off.,I borrowed a friend's hammer and broke the head off,I'm really sorry to hear that happened. It must be frustrating. Let's think about how we can make it right. Maybe we can find a way to repair it or replace it.,2,"['Support', 'Advise without Permission', 'Direct', 'Give Information']",chatgpt_empathy,hit:2382_conv:4764_type:chatgpt_empathy
hit:5320_conv:10641,I cheated on a test at school. I really feel like I should come clean about it to my professor.,I was taking an important test in one of my classes the other day... I'm ashamed to say that I cheated.,I've cheated on occasion. It's never right but it's easy. At least you're ashamed of it.,2,"['Self-Disclose', 'Give Information', 'Confront']",human,hit:5320_conv:10641_type:human
hit:8863_conv:17727,My wife is coming back into the country next week after being gone for 2 months.  I'm super excited!,"My wife has been out of the country for two months, and is coming back in a week!","Oh wow, I bet you can't wait! I remember when I had to spend a summer overseas and it was awful to be away from my husband.",2,"['Support', 'Self-Disclose']",human,hit:8863_conv:17727_type:human
hit:239_conv:478,I recently had to put my cat to sleep. It was an emotional day.,"I recently had to put my cat, Blackjack, to sleep. ",Thats unfortunate. It is a difficult decision to make. Sometimes we are put in those situations and they take a toll on us.,1,"['Support', 'Complex Reflection', 'Give Information']",human,hit:239_conv:478_type:human
hit:5933_conv:11866,My grandmother passed away a long time ago. She left me her bible that helps me remind me of her.,I was just thinking of my grandmother who passed away 10 years ago. She left me her bible as a reminder. I like reading from it sometimes.,I'm really sorry for your loss. It sounds like your grandmother was a special person in your life. It's wonderful that you have her Bible to remember her by and find comfort in.,3,"['Support', 'Affirm', 'Give Information']",chatgpt_empathy,hit:5933_conv:11866_type:chatgpt_empathy
hit:5515_conv:11030,"I get emotional thinking about my brothers, they re really important to me","I get emotional thinking about my brothers, they re really important to me",It's clear that your brothers mean a lot to you. Family bonds can be incredibly strong and emotional. It's wonderful that you hold them in such high regard.,1,"['Affirm', 'Give Information', 'Give Information', 'Direct']",chatgpt_empathy,hit:5515_conv:11030_type:chatgpt_empathy
hit:12086_conv:24173,Going out today to learn a new route for my job and hoping I don't get lost.,Going out today to learn a new route for my job and I'm hoping that I don't get lost.,"That sounds exciting! Remember to use a GPS or map for guidance. Don't worry, even if you get a bit lost, it's all part of the learning process. Good luck!",1,"['Affirm', 'Direct', 'Support', 'Support']",chatgpt,hit:12086_conv:24173_type:chatgpt
hit:8040_conv:16080,"I told a friend I'd go bungee jumping with them a long time ago, and recently they've decided they'd like to take me up on that offer. But I'm really scared of heights.","A while back I said to my friend, ""Yeah sure, I'd go bungee jumping with you one day"". Well I forgot about it and now I'm supposed to go bungee jumping with them fairly soon, but I'm scared of heights reaally bad.","lol sorry for laughing , but that sounds like something i would agree to and forget, im afraid of heights too",1,['Self-Disclose'],human,hit:8040_conv:16080_type:human
hit:8882_conv:17764,I always like to eat at my favorite restaurant a few times a week and encourage others to in the hopes it can stay afloat.,I always like to eat at my favorite restaurant a few times a week and encourage others to in the hopes it can stay afloat.,"I completely understand your sentiment. Supporting local businesses, especially ones we love, is so important. It's great that you're encouraging others to do the same.",1,"['Affirm', 'Advise without Permission']",chatgpt_empathy,hit:8882_conv:17764_type:chatgpt_empathy
hit:3571_conv:7143,"I have felt some of the best moments of pure happiness seeing someone I love getting something they want. A job, and acceptance to college, any kind of goal.",I have felt some of the best moments of pure happiness seeing someone I love getting something they've worked hard for -- like my daughter's acceptance into her college and major of choice!,"That's wonderful to hear! It's truly rewarding to see our loved ones achieve their goals, especially when we've witnessed their hard work and dedication. Congratulations to your daughter on her college acceptance!",3,"['Affirm', 'Affirm', 'Affirm']",chatgpt,hit:3571_conv:7143_type:chatgpt
hit:11385_conv:22771,My boyfriend is going out with a bunch of people I don't know tonight. But I trust him that he will be a good boy.,My boyfriend is going out with a bunch of people I don't know tonight. But I trust him that he will be a good boy.,"It's great that you trust your boyfriend. It's natural to feel a bit uneasy when he's out with people you don't know. Just remember, trust is key in a relationship.",3,"['Affirm', 'Give Information', 'Advise without Permission', 'Affirm']",chatgpt_empathy,hit:11385_conv:22771_type:chatgpt_empathy
hit:8887_conv:17774,My brother is supposed to be paying me back for the food I bought for him last week. I've been waiting for a while.,My brother is supposed to be paying me back for the food I bought for him last week...,"It was nice of you to buy him food, but I'm thinking he didn't pay you back.",1,['Complex Reflection'],human,hit:8887_conv:17774_type:human
hit:9322_conv:18644,I really hate going in front of crowds. Especially when I had to recite a poem in front of a whole crowd of people.,"I really hate public speaking, so it doesn't help that I had to recite a poem in public way back in like 6th grade.",I definitely understand that feeling.  It took me forever to sign up for my Speech Communications class because of speaking in public.,2,"['Support', 'Self-Disclose']",human,hit:9322_conv:18644_type:human
hit:3955_conv:7910,I went through all of my fb photos today. I was only looking at my kids photos. I miss them being babies.,I went through allof m FB photo albums today,That's always so fun to see everything that's gone on in your life.  Do you have a favorite moment that was captured in a picture?,3,"['Support', 'Closed Question']",human,hit:3955_conv:7910_type:human
hit:8226_conv:16452,We just lost everything in our basement in a flood.  We had torrential rain all week long..  ,We just lost everything in our basement in a flood. We had torrential rain all week long..,Oh goodness! That is terrible to hear! Have you contacted someone to help clean it up? That can easily cause mold.,1,"['Support', 'Support', 'Closed Question', 'Give Information']",human,hit:8226_conv:16452_type:human
hit:11801_conv:23602,"I am scared of how work is going to go, it is the start of our busiest period of the year","I am scared of how work is going to go, it is the start of our busiest period of the year","It's hard for me to empathize since I'm just in college right now. But my girlfriend is in a line of work that is the same way, and I hate to see her get so stressed out and all of her time eaten away because of work. I try to give her her space and to be understanding. Hopefully people do that with you, too.",1,"['Self-Disclose', 'Self-Disclose', 'Self-Disclose', 'Support']",human,hit:11801_conv:23602_type:human
hit:11562_conv:23125,"With all the climate change happening in the word, I don't know what's going to happen where I live, specially since i live near the coast","With all the climate change happening in the word, I don't know what's going to happen where I live, specially since i live near the coast","Climate change indeed poses significant risks, especially for coastal areas. Rising sea levels could lead to flooding and erosion. It's crucial to stay informed about local climate projections and adaptation strategies.",2,"['Give Information', 'Give Information', 'Advise without Permission']",chatgpt,hit:11562_conv:23125_type:chatgpt
